ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0071826	ribonucleoprotein complex subunit organization	202	0.386173266307738	1.6606436644806	0.000108351138095336	0.000542434360007706	0.000297100324136398	6325	tags=56%, list=39%, signal=35%	PWP2/RPF2/RRS1/SNRPB/NAF1/SNIP1/GEMIN2/CELF6/PRPF18/SNRPE/TGS1/GEMIN6/SNRPG/PHF5A/DDX1/SRSF12/BRIX1/SNRPD1/MRPL20/RUVBL1/SNRPF/MRTO4/RAMAC/SNRPC/ZFAND1/HSP90AB1/WDR77/ABT1/MCTS1/CELF2/SNRPA1/MRPS7/SF3B6/EIF3M/TAF9/AGO3/CLP1/SNRPD2/SNRPD3/GEMIN7/SRPK3/YTHDC1/SF3B5/SMN1/NUFIP1/STRAP/PRMT5/EIF6/PIH1D2/FASTKD2/SRSF5/DHX9/SRSF1/SNRPGP15/NUDT21/PRPF8/RPS5/SHQ1/EIF2D/DNAJC17/RUVBL2/GEMIN5/RPS27L/SF3B1/PTGES3/XRCC5/EIF3D/DYRK3/SF3A3/USP39/EIF3I/SF3B3/EIF3K/SNRPB2/SF3B4/ATR/ERAL1/DDX28/RRP7A/TXNL4A/KHDC4/SNU13/RRP7BP/RPL23A/PRPF39/MRM2/EIF3B/RPS14/RPSA/PIH1D1/PRPF19/EIF3E/NCBP1/RPL6/PRPF3/ATM/USP4/TFIP11/AGO2/GEMIN8/RBM5/DHX29/LUC7L2/YJU2/EIF3G/DICER1/PRMT7/DDX20/BOP1/MRPS11/CRNKL1/EIF3CL/DDX23/RPL38
BP	GO:0045860	positive regulation of protein kinase activity	304	0.349300301614546	1.56812889617114	0.000108412105032553	0.000542434360007706	0.000297100324136398	2106	tags=23%, list=13%, signal=20%	CASS4/IL1B/CCR7/NCF1/TGFA/IL18/KIT/PTPRC/CD300A/HBEGF/PIK3CG/TCIM/CD4/DKK1/NEDD9/WNT5A/LCP2/LRRK2/EREG/SOCS1/RGCC/CCL5/MMD/SYK/MIR21/PTK2B/CSF1R/TGFBR2/LILRA5/PIK3R6/LTF/RIPK3/MAP2K6/TLR4/CHI3L1/SLC11A1/TGFB2/PIK3R5/CD86/FGD2/CD40/TPX2/ADAM8/SPDYE5/ACSL1/EGR1/FLT3/CALM2/AXIN2/RALB/CDC25B/FCGR1A/ADRA2A/TXN/ACE/SASH1/NOD2/FZD8/FBXW7/RASSF2/MAP2K1/GHR/EFNA1/ADRB2/PDGFB/SPDYE6/HMGA2/SPDYE16/BORA/PDCD10
BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	229	0.371995778766298	1.61599655543995	0.000111135458634548	0.000554149658002504	0.000303516987770242	1833	tags=19%, list=11%, signal=17%	IL6/NTS/IL10/IL1B/TRIM58/LPAR5/TLR2/CLEC7A/IL18/CSF3/KIT/NLRP3/CARD16/S100A8/WNT5A/TRIM22/PLCG2/RGCC/BTK/HCLS1/NFAM1/LTF/RIPK3/ANXA3/TLR4/SPHK1/CD40/PYCARD/ADAM8/NKX3-1/CARD9/PPARGC1B/IRAK3/FOSL1/HSPA1B/CX3CR1/NPM1/NOD2/MYD88/TAF12/CAT/NLRC4/IL18R1/CD200
BP	GO:0010951	negative regulation of endopeptidase activity	110	0.450763323029417	1.77074717380519	0.000115498214242102	0.000573931194744145	0.000314351664573854	1117	tags=21%, list=7%, signal=20%	MMP9/SERPINA1/CD27/SERPINE1/PTGS2/SERPINB2/TNFSF14/CARD16/SORL1/NR4A1/VIL1/CST7/CRYAB/CD44/LTF/CST2/XIAP/KLF4/A2M/SERPINB9/CR1/GPX1/ADORA2A
BP	GO:0045598	regulation of fat cell differentiation	113	0.446648404502956	1.76910094607738	0.000116377076014537	0.000576324700672672	0.000315662627594666	780	tags=18%, list=5%, signal=17%	IL6/GDF3/SULT1E1/GATA3/ADIRF/BBS12/ID2/PTGS2/ZFP36/CEBPA/WNT5A/HES1/RARRES2/MIR21/ZC3H12A/NR1D1/MAPK14/ID4/SNAI2/SOD2
BP	GO:1902532	negative regulation of intracellular signal transduction	451	0.318560709171851	1.48608357489371	0.000117445493006093	0.000579637450176327	0.000317477075616183	3357	tags=27%, list=21%, signal=22%	MMP9/IL1B/NLRP12/ADGRG3/ACKR3/DUSP6/DUSP2/CHRNA9/NLRP6/TNFAIP3/PTGS2/NLRP3/PTPRC/RIPOR2/CD300A/SORL1/PLEK/LRRK2/SPI1/RASAL3/SPRY4/MIR21/SNAI1/LIF/RGS2/PDE3B/ATF3/CD44/PDE4D/LPAR1/ZC3H12A/NR1D1/MAPK14/FBP1/TBC1D10C/SNAI2/TLR4/CNKSR3/SOD2/TGFB2/SPRY2/ARHGAP25/LYN/PDE10A/PYCARD/MET/PBK/DUSP4/PDE11A/GPX1/SPRY1/CASTOR1/UCHL1/CASP8/PTPRJ/TSSK6/BANK1/PDCD4/IRAK3/PRDM15/PTPN22/BCL2/C3orf33/GRINA/STAT1/DUSP7/RASSF2/NDUFS3/ARRB2/F2RL1/EFNA1/SYNGAP1/VDAC2/DNAJA1/MAD2L1BP/BID/ERRFI1/PTPN6/TBC1D7/GSTP1/CILP/DUSP1/DDIT4/DEPTOR/ESR1/BCL6/LITAF/RNF149/DAB2/TMSB4X/DDIAS/SESN3/SLA2/THOC5/CSK/PPP2CA/NDUFC2/SIRT1/TAF9/PPARA/DUSP16/RTKN2/PTPN2/PLAUR/ING2/DDX3X/RRN3/PPIA/PRKAA1/CARD8/MAPKAPK5/PRMT1/PTEN/RGS14/SPRED3/USP10/PARK7/UACA/HSPB1/PTPN1/EMILIN1
BP	GO:0001959	regulation of cytokine-mediated signaling pathway	135	0.431699510379943	1.7670947959975	0.000118329543890477	0.000582020909101973	0.000318782535726352	2328	tags=24%, list=14%, signal=21%	IL6/NLRP6/TNFAIP3/CXCR4/PTPRC/CARD16/IL1R2/CASP1/WNT5A/CCL5/SYK/MIR21/LAPTM5/PADI2/XIAP/SPHK1/CD300LF/IL1RN/PYCARD/ARG1/ZBP1/CASP8/IRAK3/TREX1/HSPA1B/F2RL1/RBM47/CASP4/APOA1/PTPN6/GSTP1/IRAK2/ECM1
BP	GO:0001659	temperature homeostasis	145	0.421431220735825	1.73928303671481	0.000121144563651954	0.000593853925199273	0.00032526367552356	1865	tags=25%, list=12%, signal=22%	LCN2/IL1B/CCR2/UCP2/IL18/CXCR4/PTGS2/EDNRB/PTGES/SYK/IL1A/ID1/PER2/G0S2/NR1D1/MAP2K6/TLR4/ARRDC3/ADRB1/FABP5/ALDH1A1/GPX1/ACSL1/TLE3/TRPM2/EGR1/PPARGC1B/ABAT/MFAP2/OXT/PCTP/FH/OXTR/APPL2/IL18R1/ADRB2
BP	GO:0009142	nucleoside triphosphate biosynthetic process	109	0.458145806746447	1.79508331658194	0.000128951867585986	0.000625783143368782	0.000342751839561414	4196	tags=53%, list=26%, signal=40%	CTPS1/SDHD/NME1/PID1/SDHB/UCK2/NDUFB8/NDUFA7/NDUFA9/NDUFA12/NDUFS3/IMPDH1/SLC25A13/ATP5MC3/ATP5PD/ATP5MC1/TBPL1/STOML2/NDUFV2/NDUFA8/AK8/ATP5MF/NDUFA11/NME9/NME2/NDUFB7/IMPDH2/NDUFB6/TMSB4X/ADK/NDUFB3/ATP5PO/ATP5F1A/NDUFC2/NDUFS5/ATP5F1B/PRKAG2/PPARA/NDUFAB1/NDUFC1/NDUFB11/SDHC/ATP6V0C/NDUFS8/NDUFB9/NDUFA10/SLC25A12/AK4/NDUFB2/ATP5PB/NDUFA3/NDUFS2/ENO1/NDUFA2/NDUFA1/NDUFB4/NDUFS4/NDUFB5
MF	GO:0005244	voltage-gated monoatomic ion channel activity	121	-0.439549835548032	-1.77036036983001	0.000128888439411784	0.000625783143368782	0.000342751839561414	2298	tags=37%, list=14%, signal=32%	CACNA1D/KCNC3/RYR1/ABCC9/KCNT2/TRPV1/KCNJ14/KCNS1/KCND2/CACNB2/KCNIP3/SCN9A/SCN3B/KCNC4/KCNG3/KCNH8/CLCN6/GRIN2C/CACNB4/CACNA1C/HCN2/CACNB3/TSPOAP1/KCNG2/CACNA1B/CACNB1/KCNIP4/CACNA1A/GRIN2D/SCN2A/CATSPER2/SCN11A/KCNN2/KCNIP2/KCNN1/KCNT1/KCNK3/CACNG4/CACNA1F/CACNA1I/KCNK1/CLCNKB/CLCNKA/CLIC5/HCN3
MF	GO:0022832	voltage-gated channel activity	121	-0.439549835548032	-1.77036036983001	0.000128888439411784	0.000625783143368782	0.000342751839561414	2298	tags=37%, list=14%, signal=32%	CACNA1D/KCNC3/RYR1/ABCC9/KCNT2/TRPV1/KCNJ14/KCNS1/KCND2/CACNB2/KCNIP3/SCN9A/SCN3B/KCNC4/KCNG3/KCNH8/CLCN6/GRIN2C/CACNB4/CACNA1C/HCN2/CACNB3/TSPOAP1/KCNG2/CACNA1B/CACNB1/KCNIP4/CACNA1A/GRIN2D/SCN2A/CATSPER2/SCN11A/KCNN2/KCNIP2/KCNN1/KCNT1/KCNK3/CACNG4/CACNA1F/CACNA1I/KCNK1/CLCNKB/CLCNKA/CLIC5/HCN3
BP	GO:0034614	cellular response to reactive oxygen species	137	0.425216518289321	1.74356473391409	0.000129598698388443	0.00062682570453877	0.000343322867660613	3061	tags=32%, list=19%, signal=26%	IL6/MMP9/IL10/NR4A3/NCF1/TNFAIP3/FOS/MMP2/NQO1/LRRK2/BTK/MIR21/KLF2/CRYGD/RIPK3/SOD2/SPHK1/MET/ARG1/APEX1/TRPM2/PPARGC1B/NME8/PDE8A/TREX1/TXN/CAT/STK26/PDCD10/CDK1/IL18BP/HSF1/PRDX1/PDGFRA/BNIP3/MAPK13/BECN1/SIRT1/SOD1/PRDX3/PTPRK/MPV17L/PCNA/PRKAA1
CC	GO:0042383	sarcolemma	112	-0.452659880597371	-1.81060634776905	0.000133430589679057	0.000643215234632262	0.000352299685985968	3155	tags=37%, list=19%, signal=30%	SYNM/SGCD/NOS1AP/DYSF/CAV2/PGM5/KCND3/DES/STAC3/CACNA1D/FLNC/SLC27A6/RYR1/PPP3R1/SNTA1/PLEC/LAMA2/TGFB3/RYR3/PDE9A/CAVIN4/CACNB2/COL6A1/CIB2/CACNA1C/CACNB3/SLC2A5/RYR2/CACNB1/OBSCN/SLC8A3/SCN2A/BGN/RDX/NOS1/ATP2B4/COL6A2/CACNG4/ANXA1/STAC2/SLC8A2
BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	234	0.37864350579894	1.64767621271896	0.000138062890926706	0.000663341903094867	0.000363323397175541	3753	tags=31%, list=23%, signal=24%	IL1B/NLRP12/CCR7/TRIM58/CLEC4D/S100A4/NLRP6/TNFAIP3/LTB/CLEC7A/CARD16/CD4/CASP1/WNT5A/TRIM22/PLCG2/FASLG/IL1A/LPAR1/ZC3H12A/NR1D1/LTF/TLR4/CD40/PYCARD/SECTM1/CARD9/REL/CASP8/SLC20A1/STAT1/NOD2/MYD88/DDX21/F2RL1/GPR89A/DDX1/PIM2/BST2/GSTP1/ECM1/PLK2/S100B/ESR1/BCL10/C18orf32/LITAF/IRAK1/BIRC3/TAB3/DHX15/SIRT1/TIFA/TFRC/LAMTOR5/CARD8/CFLAR/TRAF3/TRAF1/SLC35B2/HMOX1/USP10/HSPB1/DHX36/CD36/TANK/AKAP13/UBE2N/HDAC1/TBK1/TRAF3IP2/CPNE1
BP	GO:0045229	external encapsulating structure organization	255	-0.356014085164657	-1.57096459124797	0.000138926784962862	0.000665289653403015	0.000364390212426476	3040	tags=36%, list=19%, signal=29%	LOXL3/ABL1/COL4A2/FBLN5/SMOC2/MATN2/SERPINH1/CAV2/EXT1/NID2/ADAMTSL1/PHLDB1/LAMC1/SLC2A10/COL9A2/MMP14/PHLDB2/CTSV/GFOD2/TNR/DDR2/COL17A1/RECK/EFEMP2/SERAC1/LAMB2/THSD4/ADAMTS7/COL4A5/PRICKLE1/COL16A1/LOXL2/LAMA2/COL11A1/LOX/COL14A1/VIT/MMP23B/BMP2/COL5A1/ANTXR1/ADAMTS2/PXDN/ADAMTS10/CCDC80/COL10A1/HMCN1/LOXL4/IMPG2/SULF2/LRP1/AEBP1/COL11A2/TGM1/OLFML2A/HAPLN2/ADAMTS19/HRNR/FSCN1/MMP21/WASHC1/APLP1/COL1A2/COL27A1/TNXB/ADAMTS13/COL7A1/TLL2/FMOD/CHADL/COLQ/MATN1/COL1A1/ADAMTS14/COL13A1/ADAMTSL2/FGFR4/SPINK5/MELTF/CYP1B1/COL3A1/SCX/MYH11/WNT3A/TIE1/COL28A1/COL2A1/VWA1/NPNT/SMOC1/TGM3
BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	151	0.405446995935788	1.68228721812396	0.000148578314473912	0.000709168204939627	0.000388423225165525	5247	tags=48%, list=32%, signal=33%	MMP9/ACKR3/LCK/PTGS2/S100A8/LRRK2/MIR21/SNAI1/SKIL/CD44/RIPK3/SNAI2/SOD2/PYCARD/NKX3-1/MCL1/GPX1/BCAP31/BCL2/FIS1/GRINA/FBXW7/NDUFS3/VDAC2/DNAJA1/BID/DDIAS/UBB/BECN1/HNRNPK/SIRT1/TAF9/SOD1/RTKN2/PTPN2/PLAUR/ING2/DDX3X/RRN3/PPIA/SGMS1/PARK7/BAX/HSPB1/PTPN1/TMBIM6/EIF5A/STYXL1/HDAC1/NCK1/ENO1/TRAP1/TRIM32/BCLAF1/TRIAP1/ATAD5/PLAGL2/USP15/SERINC3/IVNS1ABP/OPA1/PRKRA/HELLS/CAV1/PARL/RPS7/NME5/GSDME/NDUFA13/CD74/HTRA2/RACK1
MF	GO:0030246	carbohydrate binding	207	0.385486622148918	1.66103091123587	0.000153247961105391	0.000728161833983734	0.00039882635181379	1625	tags=26%, list=10%, signal=23%	SIGLEC10/CLEC12A/SELL/CLEC1B/CLEC4D/SIGLEC5/CLEC4E/CHI3L2/MGAM/CHODL/CD93/CLEC7A/KLRB1/CD69/CLEC5A/KLRG1/SIGLEC7/PPP1R3C/CLEC10A/OLR1/CLC/SIGLEC12/ASGR2/CD33/VCAN/LGALS3/PTX3/CD209/HK3/FBP1/ZP3/PKD1L3/CHI3L1/CLEC4A/CD34/SIGLEC9/KLRD1/LGALS8/CLEC12B/FCER2/CD248/ACAN/SLC2A3/ENPP2/PYGL/ENG/TALDO1/CD302/CLEC1A/AGL/GALK1/FBXO6/FUOM
CC	GO:0097060	synaptic membrane	284	-0.353822210966627	-1.57847759591205	0.000153561351618899	0.000728161833983734	0.00039882635181379	2973	tags=31%, list=18%, signal=26%	DLG3/IGSF9B/CNTNAP4/KCTD8/SHANK2/PDE2A/RNF10/CNIH3/EPHA4/RGS9/IL1RAPL1/KCND3/SYP/RIMS4/GRIA4/NLGN2/CDH8/NTNG2/ADAM23/NLGN4X/KCNC3/GRID1/CHRNA6/NIPSNAP1/SNTA1/GSG1L/NECTIN1/TRPV1/GRIK2/CHRNB1/CNIH2/GRID2/LPAR2/SYDE2/CSPG5/LRFN3/PRR7/GABBR1/KCND2/FXYD6/PRRT2/MTMR2/SLC6A5/ITGA3/GRIK1/DGKI/DLG4/SNAP91/SHANK1/GRIN2C/SNAP25/CACNA1C/DNM1/PCDH17/CLSTN3/PTPRS/CNTN6/CNTN5/CNTN1/CHRNB4/ADGRL1/GLRA2/SORCS2/SLC6A9/DDN/TENM2/GRIK5/STXBP1/GRIN2D/SHISA6/SCN2A/EFNB3/RIMS3/UNC13A/CHRNA7/CLSTN2/GPER1/COL13A1/ATP2B4/ADCY1/GRIA1/SYT7/CACNG4/CNTN2/RIMS2/FAIM2/KCNK1/GRIA3/GABRG3
MF	GO:0070851	growth factor receptor binding	101	0.454621296320753	1.77724119712511	0.000158543484841967	0.000749337447901283	0.000410424587881656	2806	tags=32%, list=17%, signal=26%	IL6/IL11/IL10/IL1B/GATA3/TGFA/SLA/VAV3/CSF3/EREG/GRAP/IL1A/FGF10/LYN/CD300LF/IL1RN/PYCARD/FGF9/PTPRJ/IL12RB1/MYD88/FGF7/PDGFB/FLRT3/FGF2/ECM1/PLSCR1/CNTF/PDGFRA/SNX2/PDCL3/PIBF1
CC	GO:0030016	myofibril	177	-0.39311700905509	-1.66212280806182	0.00015924531714075	0.000750210893413081	0.000410902988521075	2943	tags=32%, list=18%, signal=26%	MYOZ3/NOS1AP/TMOD1/KCTD6/MYOM1/NEB/PGM5/PDLIM7/ACTN4/FHL2/HOMER1/PPP1R12A/CALD1/DES/FHOD3/CACNA1D/FLNC/RYR1/LRRC39/MYH3/ABCC9/IGFN1/PLEC/RYR3/TNNT1/CAVIN4/ADPRHL1/SDC4/SCN3B/ANK1/OBSL1/FHL3/CACNA1C/CMYA5/MYZAP/MYBPC1/RYR2/ACTC1/SYNPO/OBSCN/ARHGEF25/KCNN2/PPP1R12B/ITGB1BP2/LDB3/ATP2B4/PDLIM5/NEXN/MYL9/MYO18B/JUP/TNNC2/FBXO32/MYH15/LMOD1/MYOM3
CC	GO:0098793	presynapse	438	-0.312312268115852	-1.45758138738435	0.00016585041720686	0.000778799208307941	0.000426561284248609	2911	tags=27%, list=18%, signal=23%	CNTNAP4/KCTD8/MICAL1/SLC17A5/SHANK2/DYSF/PDE2A/SLC6A17/SH3GL1/SLC22A1/EPHA4/SNCA/KIF1B/RGS9/STX16/RAB40C/SYP/RIMS4/AP3M2/NLGN2/CDH8/PRNP/FBXL20/NTNG2/P2RX7/ADAM23/NLGN4X/SYN3/KCNC3/RAB40B/UCN/ROGDI/SYNPR/CHRNA6/SLC1A1/ICA1/DIXDC1/NECTIN1/GRIK2/LPAR2/LRFN3/CBARP/GABBR1/BSN/RNF112/BRSK1/SLC29A4/TPBG/FXYD6/CACNB2/PRRT2/RAB27B/MTMR2/SLC6A5/ITGA3/ZNRF1/RAB6B/AAK1/GRIK1/DGKI/SYN1/DLG4/SNAP91/SNAP25/RAB40A/CACNB4/DNM1/SYPL2/SYT2/PCDH17/PTPRS/CNTN6/CNTN5/TSPOAP1/CNTN1/HAP1/AP3B2/RAB13/WFS1/PPFIA2/ADGRL1/BAIAP3/SLC8A3/SLC6A9/GRIK5/STXBP1/PRKN/SYT5/PCLO/GRIN2D/SCN2A/EFNB3/RPH3AL/RIMS3/RAB3A/FZD3/UNC13A/SYT12/PPFIA3/GPER1/ATP2B4/PDLIM5/ADCY1/NRXN2/DOC2A/SLC6A13/GRIA1/SYT7/RIMS2/SLC8A2/OTOF/NTRK2/WNT3A/SLC40A1/HCN3/SNCB/FER1L5/SV2C
BP	GO:0007601	visual perception	133	-0.415572710674845	-1.69725949016807	0.000170508160773453	0.000798088197684777	0.00043712618466539	3173	tags=37%, list=20%, signal=30%	GRM8/BBS2/ROM1/CRYGS/NDP/TACSTD2/HSF4/RDH11/NRL/RGS9/NXNL2/BEST1/CRB2/SLC24A1/TIMP3/LAMB2/BBS5/IRX5/COL11A1/ABLIM1/ATP8A2/CACNB2/EYS/PRCD/CACNB4/HMCN1/PDE6C/IMPG2/LAMC3/GUCA1A/WFS1/GRM6/GJC1/OPN1SW/RORB/COL1A1/MYO7A/RPE65/GUCY2F/CRB1/LRAT/CACNA1F/ABCC6/FSCN2/PDE6A/CNGB1/CLIC5/COL2A1/CABP1
MF	GO:0022890	inorganic cation transmembrane transporter activity	390	-0.318723674318954	-1.46536723729775	0.000171683477319853	0.00080100554852446	0.000438724066259906	2884	tags=29%, list=18%, signal=24%	SLC17A5/SLC38A4/TRPM3/TMEM38A/SLC4A11/CHP1/SLC45A1/SLC9A6/SLC2A10/SLC22A1/KCNMB4/SLC24A5/KCND3/SLC4A5/SLC41A1/SLC25A4/GRIA4/MTCO2P12/CACNA1D/KCNC3/SLC24A1/ORAI3/RYR1/SLC46A1/SLC1A1/TRPC1/KCNK7/ABCC9/KCNMB3/TMEM63B/KCNT2/TRPV1/GRIK2/RHD/KCNJ14/PKD1L2/SLC23A2/KCNK10/RYR3/SLC4A7/KCNS1/SLC5A8/KCND2/CACNB2/KCNIP3/SLC30A8/SCN9A/SLC6A5/SCN3B/KCNC4/ATP2A1/KCNG3/SLC24A3/GRIK1/KCNH8/GRIN2C/CACNB4/CACNA1C/HCN2/CACNB3/TSPOAP1/KCNG2/SLC39A7/SLC13A4/SLC9A3/CACNA1B/TTYH1/SHROOM2/SLC24A2/SLC39A5/RYR2/SLC25A18/CACNB1/SLC9A7/SLC8A3/SLC28A2/SCNN1D/SLC6A9/TRPC4/GRIK5/KCNIP4/KCNK5/CACNA1A/GRIN2D/SCN2A/ATP6V0D2/NOX5/SLC13A5/CATSPER2/SCN11A/CHRNA7/KCNN2/RHBG/KCNIP2/KCNN1/ATP2B4/KCNT1/SLC9A5/SLC12A5/SLC6A13/GRIA1/KCNK3/CACNG4/CACNA1F/TMEM63C/CACNA1I/SLC8A2/KCNK1/GRIA3/SLC40A1/PKD2L1/HCN3
BP	GO:0010950	positive regulation of endopeptidase activity	146	0.418285330864358	1.72411357086393	0.000180357075403791	0.000838776014137504	0.000459411578710737	2907	tags=33%, list=18%, signal=27%	NLRP12/LCK/NLRP6/CLEC7A/NLRP3/CASP1/S100A8/SYK/MIR21/SLC22A2/FASLG/LAPTM5/CTSH/NLRP1/LYN/PERP/PYCARD/MEFV/MBP/NKX3-1/CR1/CARD9/F3/CASP8/PSME1/BCAP31/VSIR/NLRP2/FIS1/FAS/CRADD/HSPE1/PSME2/NLRC4/EFNA1/BID/CTSD/PSME3/EGLN3/HSF1/BCL10/HSPD1/PRELID1/TFAP4/PDCD5/SIRT1/DDX3X/BAK1
BP	GO:0001890	placenta development	125	0.434192789048165	1.7576818447991	0.000183744223991514	0.00085030461506933	0.000465725985256879	1901	tags=22%, list=12%, signal=19%	IL10/SOCS3/LEF1/HEY1/GJB2/JUNB/PTGS2/CEBPA/MME/HES1/EOMES/SNAI1/LIF/MAPK14/CITED1/HSD17B2/GATA2/CASP8/KRT8/ADA/CYP27B1/STC1/FOSL1/SPP1/MAP2K1/PDGFB/ZFP36L1
BP	GO:0022618	ribonucleoprotein complex assembly	194	0.383953289323577	1.63743209439362	0.000184008028347188	0.00085030461506933	0.000465725985256879	6325	tags=57%, list=39%, signal=35%	PWP2/RPF2/RRS1/SNRPB/NAF1/SNIP1/GEMIN2/CELF6/PRPF18/SNRPE/TGS1/GEMIN6/SNRPG/PHF5A/DDX1/SRSF12/BRIX1/SNRPD1/MRPL20/RUVBL1/SNRPF/MRTO4/RAMAC/SNRPC/HSP90AB1/WDR77/ABT1/MCTS1/CELF2/SNRPA1/MRPS7/SF3B6/EIF3M/TAF9/AGO3/CLP1/SNRPD2/SNRPD3/GEMIN7/SRPK3/YTHDC1/SF3B5/SMN1/NUFIP1/STRAP/PRMT5/EIF6/PIH1D2/FASTKD2/SRSF5/DHX9/SRSF1/SNRPGP15/NUDT21/PRPF8/RPS5/SHQ1/EIF2D/RUVBL2/GEMIN5/RPS27L/SF3B1/PTGES3/XRCC5/EIF3D/SF3A3/USP39/EIF3I/SF3B3/EIF3K/SNRPB2/SF3B4/ATR/ERAL1/DDX28/RRP7A/TXNL4A/KHDC4/SNU13/RRP7BP/RPL23A/PRPF39/MRM2/EIF3B/RPS14/RPSA/PIH1D1/PRPF19/EIF3E/NCBP1/RPL6/PRPF3/ATM/USP4/AGO2/GEMIN8/RBM5/DHX29/LUC7L2/YJU2/EIF3G/DICER1/PRMT7/DDX20/BOP1/MRPS11/CRNKL1/EIF3CL/DDX23/RPL38
BP	GO:0007411	axon guidance	178	-0.387319485812042	-1.63942593025613	0.000185605314169855	0.000852257312849555	0.000466795510320587	3009	tags=37%, list=19%, signal=30%	B4GAT1/OPHN1/L1CAM/SEMA4G/ARHGAP35/EXT1/LHX9/GDF7/EPHA4/SLIT1/ARTN/FYN/EFNA4/PLXND1/EPHB3/TNR/SEMA6A/EPHB1/EFNA3/EDNRA/LAMB2/VEGFA/PTPRM/NECTIN1/NFASC/SEMA5A/PLXNA4/ARHGEF40/LMO4/ROBO1/EPHA5/NTN1/NRXN3/PLXNA3/SEMA3B/SEMA3A/PLEKHG4B/CNTN6/CNTN5/NOTCH3/CNTN1/SEMA3E/TUBB3/SMO/ETV1/EPHA10/ARHGEF25/CDH4/EFNB3/KALRN/NFIB/FZD3/RELN/GDNF/FOXD1/FOXG1/NEXN/ROBO3/SLIT3/KIF5A/EFNA2/CNTN2/CHL1/WNT3A/SEMA3F
BP	GO:0097485	neuron projection guidance	178	-0.387319485812042	-1.63942593025613	0.000185605314169855	0.000852257312849555	0.000466795510320587	3009	tags=37%, list=19%, signal=30%	B4GAT1/OPHN1/L1CAM/SEMA4G/ARHGAP35/EXT1/LHX9/GDF7/EPHA4/SLIT1/ARTN/FYN/EFNA4/PLXND1/EPHB3/TNR/SEMA6A/EPHB1/EFNA3/EDNRA/LAMB2/VEGFA/PTPRM/NECTIN1/NFASC/SEMA5A/PLXNA4/ARHGEF40/LMO4/ROBO1/EPHA5/NTN1/NRXN3/PLXNA3/SEMA3B/SEMA3A/PLEKHG4B/CNTN6/CNTN5/NOTCH3/CNTN1/SEMA3E/TUBB3/SMO/ETV1/EPHA10/ARHGEF25/CDH4/EFNB3/KALRN/NFIB/FZD3/RELN/GDNF/FOXD1/FOXG1/NEXN/ROBO3/SLIT3/KIF5A/EFNA2/CNTN2/CHL1/WNT3A/SEMA3F
BP	GO:0008202	steroid metabolic process	239	-0.363883166038326	-1.58025245513237	0.000189731815812012	0.0008684569865717	0.000475668341152478	2383	tags=28%, list=15%, signal=24%	NR5A2/CUBN/CYB5R3/SULT1A2/CYP51A1/FDX1/CYP19A1/NFE2L1/IDI1/ERG28/DHH/BMP6/NPC1/BMP2/FDPS/FDFT1/PRLR/APOB/CYP17A1/ACLY/ABCG4/SCARF1/ABCA2/CYP39A1/AKR1C3/SREBF2/LRP5/STARD4/APOE/LCAT/MVK/ATP8B1/DHRS11/LRP2/PBX1/SCARB1/MSMO1/SULT4A1/EBP/ADM/SULT1A3/FAXDC2/LSS/RORC/DHCR7/ABCA5/INSIG1/CRH/LDLR/LIPE/LHCGR/TM7SF2/FGFR4/SULT1A4/CYP1B1/CYP2C8/HMGCS1/HMGCR/CYP2A6/NR1I2/CYP2E1/ABCB11/MVD/HSD17B8/CYP2D6/PCSK9/HSD17B3
BP	GO:0044703	multi-organism reproductive process	154	0.396452103255324	1.64575359176755	0.000193799671923465	0.000881515122134634	0.000482820499264862	1614	tags=23%, list=10%, signal=21%	MMP9/IL1B/EPYC/UCP2/THBD/PTHLH/GJB2/FOS/ARHGDIB/JUNB/PTGS2/MMP2/HAVCR2/PTAFR/CRHBP/SLC2A1/MIR21/LIF/DDO/RGS2/TGFBR2/CYP1A1/ARG1/FOSB/VMP1/CBS/CYP27B1/STC1/BCL2/FOSL1/SPP1/ADRA2A/OXT/CD38/ACE
